date,close,open,high,low,amt,MA5,MA10,MA20,DIF,DEA,MACD,K,D,J,RSI,WR,WR1,BIAS1,BIAS2,BIAS3,PSY,PSYMA,CCI,ATR,BBI
20140226,129.12,127.78,131.8,126.41,2.92,132.746,132.292,127.679,4.176,4.195,-0.039,59.50249048,69.61306768,39.28133609,45.273,55.358,76.936,-3.12,-1.104,2.761,58.333,61.111,-0.070224719,4.406,130.6089167
20140227,131.77,129.23,132.54,127.29,2.82,132.01,133.135,128.1725,3.996,4.155,-0.319,54.87400075,64.70004537,35.2219115,48.019,42.374,52.941,-0.613,0.291,4.097,58.333,61.111,10.19282589,4.503,130.5625
20140228,136.38,131.82,137.09,131.77,4.61,132.18,133.782,128.8325,4.177,4.16,0.035,64.86635511,64.75548195,65.08810143,52.359,15.149,8.867,2.743,2.859,6.995,58.333,61.111,65.60791652,4.624,131.6458333
20140303,140.85,136.36,140.9,134.85,5.37,133.51,134.232,129.477,4.628,4.254,0.75,76.46254822,68.65783737,92.07196991,56.07,0.345,0.345,5.407,5.074,9.591,58.333,59.722,111.6001313,4.512,133.3709167
20140304,139.46,138.29,144.81,138.18,5.6,135.516,134.813,130.122,4.818,4.366,0.904,74.61633649,70.64400375,82.56100199,54.687,29.076,29.076,3.686,3.423,7.898,50,56.944,137.6658277,4.639,134.591125
20140305,145.31,140.03,145.45,138.18,5.19,138.754,135.75,131.1595,5.379,4.569,1.62,82.83245962,74.70682237,99.08373413,59.114,0.735,0.735,5.951,7.168,11.582,50,55.556,176.129362,4.7945,136.443
20140306,147.27,145.65,147.55,142.73,4.7,141.854,136.932,132.514,5.913,4.838,2.15,88.11347198,79.17570557,105.9890048,60.464,1.325,1.382,5.063,7.712,12.222,58.333,55.556,188.3694413,4.762,138.356625
20140307,150.45,147.27,152,145.49,6.39,144.668,138.424,133.9505,6.518,5.174,2.688,90.05663014,82.80268043,104.5645296,62.557,6.057,7.662,4.999,9.073,13.832,58.333,55.556,176.3693674,4.9255,140.7122083
20140310,142.67,149.82,150.73,140.03,5.5,145.032,139.271,135.045,6.297,5.398,1.797,81.21790192,82.27442093,79.10486391,55.108,36.46,54.402,-1.154,2.984,7.401,58.333,55.556,87.83623676,5.2995,141.1783333
20140311,147.44,141.82,148.73,141,4.24,146.628,141.072,136.324,6.432,5.605,1.654,81.32724556,81.9586958,80.06434506,58.286,17.819,32.996,1.38,5.67,10.2,58.333,55.556,87.66482039,5.528,142.0349583
20140312,144.12,146.44,148.73,141.62,4.04,146.39,142.572,137.432,6.2,5.724,0.952,74.5674799,79.49495717,64.71252536,55.436,31.89,57.019,-1.429,2.682,6.922,58.333,56.944,66.29747721,5.808,142.1852917
20140313,149.88,143.27,150.09,142.83,4.69,146.912,144.383,138.759,6.407,5.861,1.093,78.92448126,79.30479853,78.1638467,59.06,10.479,17.711,1.979,5.505,10.236,66.667,59.722,85.53479468,5.972,143.7343333
20140314,148.97,149.15,150.91,147.09,2.74,146.616,145.642,139.712,6.424,5.973,0.901,78.64140526,79.08366744,77.75688089,58.279,17.668,25.313,1.165,3.657,8.628,66.667,61.111,89.72615675,5.817,144.5844583
20140317,151.34,150,151.51,147.28,3.54,148.35,146.691,140.4615,6.553,6.089,0.927,84.16904103,80.77879197,90.94953916,59.727,4.776,1.481,2.671,4.125,9.376,66.667,62.5,93.80234506,5.661,145.8182917
20140318,155.74,153,160.18,153,6.54,150.01,148.319,141.566,6.93,6.257,1.345,82.1011142,81.21956605,83.86421052,62.264,20.182,23.149,4.117,5.976,11.423,66.667,63.889,165.3042599,5.9275,147.5306667
20140319,158.52,154.46,159.09,153.64,3.89,152.89,149.64,142.695,7.369,6.48,1.778,85.32133834,82.58682348,90.79036805,63.769,8.238,8.944,4.683,6.797,12.235,66.667,65.278,159.2940952,5.9745,149.4385417
20140320,153.8,158.46,158.64,153.64,3.73,153.674,150.293,143.6125,7.252,6.634,1.235,79.66004855,81.61123184,75.75768198,59.561,31.663,36.772,0.496,2.79,8.131,66.667,66.667,115.9267931,6.062,150.575
20140321,155.82,153.13,156.35,150.46,4.44,155.044,150.83,144.627,7.238,6.755,0.967,78.86269486,80.69505285,75.1979789,60.718,21.638,33.308,1.161,3.534,8.93,66.667,66.667,85.10341972,6.249,151.30175
20140324,155.72,155.46,159.76,154.46,2.9,155.92,152.135,145.703,7.138,6.831,0.612,77.89840577,79.76283715,74.16954301,60.629,23.253,34.574,0.363,2.985,8.165,58.333,65.278,104.3848894,6.265,151.7947083
20140325,151.65,153.09,153.09,141.45,6.86,155.102,152.556,146.814,6.653,6.796,-0.286,70.08496672,76.53688034,57.18113948,57.051,45.542,45.542,-2.293,0.227,4.861,50,62.5,-27.53666687,6.642,151.9312083
20140326,144.08,150.09,151.01,143.96,6.31,152.214,152.552,147.562,5.593,6.555,-1.924,51.40385929,68.15920666,17.89316455,51.189,85.958,85.636,-5.993,-4.85,-0.621,50,59.722,-68.58042113,6.757,150.6834167
20140327,143.33,143.33,146.18,142.18,4.18,150.12,151.897,148.14,4.639,6.172,-3.066,37.61503059,57.97781464,-3.110537497,50.651,89.963,89.732,-4.912,-5.13,-1.359,41.667,55.556,-96.66661295,6.6945,149.076875
20140328,138.76,143.47,144.54,137.28,5.31,146.708,150.876,148.259,3.474,5.632,-4.316,27.23098109,47.72887012,-13.76479696,47.478,93.537,93.416,-6.387,-7.883,-4.629,41.667,51.389,-141.5316218,6.7915,147.294125
20140331,140.64,138.19,143.07,138.18,3.36,143.692,149.806,148.2485,2.672,5.04,-4.736,23.1361938,39.53131135,-9.654041293,48.853,85.328,85.053,-3.471,-6.155,-3.646,41.667,47.222,-121.1984073,6.7335,146.1798333
20140401,147.72,140.65,147.77,140.36,3.75,142.906,149.004,148.6615,2.578,4.548,-3.94,30.90455625,36.65572631,19.40221611,53.626,53.559,33.966,2.325,-1.362,0.67,50,45.833,-57.29609651,6.7725,146.2895417
20140402,150.58,147.95,154.24,146.39,5.14,144.206,148.21,148.925,2.703,4.179,-2.952,40.32427119,37.87857461,45.21566435,55.381,40.836,21.58,4.435,0.59,2.074,50,45.833,11.63989088,6.8015,147.28
20140403,150.28,152.33,152.45,148.64,2.96,145.596,147.858,149.0755,2.746,3.893,-2.292,46.15924129,40.63879683,57.2001302,55.152,42.171,23.349,3.486,0.696,1.472,41.667,44.444,10.89981113,6.751,148.2655417
20140404,149.15,149.68,150.27,146.36,2.55,147.674,147.191,149.0105,2.659,3.646,-1.974,54.10223004,45.1266079,72.05347432,54.272,47.198,30.012,2.026,0.464,0.474,33.333,43.056,-13.8111161,6.6215,148.41575
20140408,149.58,149.02,150.38,146.37,2.85,149.462,146.577,149.356,2.594,3.435,-1.682,60.24268166,50.16529916,80.39744668,54.56,27.476,29.016,1.073,0.993,0.479,41.667,43.056,-4.169852192,6.287,148.7817083
20140409,148.5,150.02,151.48,147.39,2.38,149.618,146.262,149.409,2.428,3.234,-1.612,62.21367457,54.18142429,78.27817512,53.675,33.844,41.354,-0.537,0.679,-0.336,33.333,41.667,11.62226126,6.105,148.821625
20140410,154.1,148.43,155.47,145,5.96,150.322,147.264,149.908,2.717,3.131,-0.828,72.29857945,60.22047601,96.45478633,57.414,7.532,13.085,2.484,4.571,3.225,41.667,40.278,62.88716547,6.273,149.5909583
20140411,160.07,156.36,163.27,156.36,9.92,152.28,148.938,150.4175,3.388,3.182,0.412,77.28102454,65.90732552,100.0284226,60.924,12.312,17.515,5.346,8.107,6.937,50,40.278,197.3769946,6.3685,151.1633333
20140414,158.51,158.82,161.19,157.27,2.95,154.152,150.913,150.8945,3.751,3.296,0.911,77.92836526,69.91433877,93.95641824,59.585,18.972,26.054,3.386,6.191,5.43,50,41.667,171.7941017,6.3735,152.7602917
20140415,158.63,157.46,159.88,157.46,2.85,155.962,152.712,151.259,4.002,3.437,1.131,76.81996837,72.2162153,86.02747452,59.656,20.253,25.397,2.409,5.372,5.184,58.333,45.833,129.6128077,6.283,153.9426667
20140416,155.47,157.91,158.69,154.72,2.42,157.356,153.487,151.2455,3.902,3.53,0.743,70.31566583,71.58269881,67.78159988,56.903,42.693,42.693,-0.263,2.326,2.766,58.333,48.611,81.63941741,6.0395,154.1495
20140417,159.27,155.27,160,154.74,3.27,158.39,154.356,151.283,4.081,3.64,0.882,72.91250556,72.02596773,74.68558122,59.262,21.894,21.894,1.012,3.767,5.007,58.333,52.778,87.78810948,6.03,155.0590833
20140418,159.37,159.09,161.61,157.55,2.16,158.25,155.265,151.5615,4.184,3.749,0.869,74.8261805,72.95937198,78.55979752,59.323,21.346,45.614,0.515,3.179,4.773,58.333,55.556,90.15397961,5.983,155.6526667
20140421,156.41,158.19,159.98,156.36,2.02,157.83,155.991,151.591,3.98,3.795,0.369,70.70148942,72.20674446,67.69097935,56.695,37.548,75.472,-0.971,0.945,2.685,50,55.556,54.61843256,5.8695,155.7073333
20140422,156.48,156.36,159.21,155.93,2.46,157.4,156.681,151.629,3.78,3.792,-0.023,68.0794093,70.83096608,62.57629574,56.742,37.165,74.456,-0.714,0.655,2.71,58.333,56.944,41.24929503,5.7685,155.5289167
20140423,160.05,156.44,160.45,156.39,3.71,158.316,157.836,152.049,3.866,3.807,0.118,66.16599996,69.27597737,59.94604514,59.118,17.625,22.642,1.399,2.353,5.009,66.667,58.333,62.22648468,5.258,155.9768333
20140424,159.78,160.14,160.65,157.91,1.38,158.418,158.404,152.834,3.867,3.819,0.097,68.59058923,69.04751466,67.67673838,58.863,40.819,26.638,0.769,1.628,4.661,58.333,58.333,64.75568051,5.0105,156.846
20140425,149.72,152.71,152.73,147.08,10.55,156.488,157.369,153.1535,3.022,3.66,-1.275,51.78349445,63.29284126,28.76480084,50.405,81.831,81.831,-4.618,-4.832,-1.765,58.333,58.333,-116.1624736,5.4455,155.9900417
20140428,147.99,147.35,149.6,145.28,3.63,154.804,156.317,153.615,2.187,3.365,-2.356,40.05407081,55.54658444,9.069043539,49.138,83.405,82.368,-4.567,-5.626,-2.695,50,56.944,-151.5216011,5.3045,154.4989583
20140429,148.72,148,150.44,147.7,3.08,153.252,155.326,154.019,1.566,3.005,-2.878,33.72455506,48.27257465,4.628515894,49.695,78.934,77.619,-3.297,-4.585,-2.136,50,56.944,-126.3634168,5.197,153.1214167
20140430,148.98,149.05,149.35,147.76,2.11,151.038,154.677,154.082,1.083,2.621,-3.076,30.03559846,42.19358258,5.719630201,49.898,77.342,75.927,-2.334,-3.929,-2.097,58.333,56.944,-118.0592636,4.906,152.5644583
20140505,145.68,148.64,148.64,142.8,4.04,148.218,153.318,153.837,0.428,2.182,-3.508,25.40188356,36.59634958,3.012951539,47.357,84.689,83.866,-2.974,-5.399,-4.327,50,54.167,-128.5613655,4.8225,151.4421667
20140506,146.17,145.46,147.91,145.46,1.5,147.508,151.998,153.6315,-0.05,1.736,-3.572,23.22777298,32.14015738,5.403004191,47.769,81.12,66.062,-1.154,-4.6,-4.199,58.333,54.167,-95.93007865,4.7545,150.4174583
20140507,146.05,146.92,146.92,145.09,1.32,147.12,150.962,153.4765,-0.434,1.302,-3.472,21.55427629,28.61153035,7.439768179,47.674,81.793,57.461,-0.825,-3.988,-4.419,50,52.778,-86.97291997,4.65,149.7062083
20140508,146.06,146.18,147.72,145.84,1.62,146.588,149.92,153.3005,-0.729,0.896,-3.249,20.45728597,25.89344889,9.584960128,47.683,81.737,57.33,-0.601,-3.276,-4.369,50,52.778,-70.08955148,4.5435,149.3361667
20140509,146.02,146.05,147.55,145.73,1.84,145.996,148.517,153.1765,-0.955,0.526,-2.961,24.44718695,25.41136158,22.51883771,47.648,81.961,50.84,-0.323,-2.745,-4.276,50,52.778,-64.02425818,4.43,148.9637083
20140512,146.28,147.54,147.55,145,2.88,146.116,147.167,152.7855,-1.101,0.2,-2.602,31.48137071,27.43469796,39.57471622,47.904,64.955,40.411,0.162,-2.017,-4.001,50,51.389,-61.22551684,4.034,148.560125
20140513,146.13,146.15,146.92,145.05,1.75,146.108,146.808,152.0885,-1.214,-0.083,-2.263,35.51637628,30.12859073,46.29194739,47.764,56.414,61.168,0.008,-1.351,-4.02,41.667,50,-61.24016025,3.669,148.1204583
20140514,141.15,145.45,146.3,140.01,3.74,145.128,146.124,151.2205,-1.686,-0.403,-2.566,27.74610667,29.33442938,24.56946126,43.357,89.07,85.214,-2.844,-3.704,-7.077,41.667,47.222,-121.6677437,3.7875,146.9003333
20140515,141.96,140.89,142.8,140.46,1.87,144.308,145.448,150.387,-1.972,-0.717,-2.511,26.02927003,28.2327096,21.62239091,44.231,79.122,74.708,-1.826,-2.722,-6.376,50,47.222,-144.1749454,3.7835,145.999875
20140516,141.05,141.96,142.82,140.61,2.03,143.314,144.655,149.666,-2.247,-1.023,-2.447,21.74103234,26.06881718,13.08546267,43.446,87.949,86.207,-1.888,-2.961,-6.641,50,47.222,-166.7818164,3.6955,145.0429583
20140519,134.53,138.64,139.09,134.49,6.19,140.964,143.54,148.429,-2.956,-1.41,-3.093,14.59480262,22.24414566,-0.70388347,38.355,99.702,99.694,-5.16,-6.688,-10.325,41.667,45.833,-228.315607,3.7605,143.4076667
20140520,131.8,134.64,135.85,130.55,5.16,138.098,142.103,147.0505,-3.696,-1.867,-3.658,12.15658167,18.88162433,-1.293503648,36.487,92.72,92.364,-5.477,-7.664,-11.488,33.333,43.056,-206.6405969,3.8225,141.255125
20140521,137.27,131,137.87,130.86,4.26,137.322,141.225,146.0935,-3.797,-2.253,-3.089,21.28085837,19.68136901,24.47983709,42.357,60.862,57.333,-0.5,-3.358,-7.26,41.667,43.056,-126.9442099,3.992,140.1565
20140522,136.41,137.18,139.64,136.05,2.05,136.212,140.26,145.09,-3.902,-2.583,-2.638,25.67743499,21.68005767,33.67218963,41.724,65.529,52.241,-0.554,-3.41,-7.344,33.333,41.667,-79.15335062,4.0075,139.6614583
20140523,138.46,136.36,138.89,136.35,1.54,135.694,139.504,144.0105,-3.776,-2.821,-1.909,33.22498924,25.52836819,48.61823134,43.811,53.471,35.534,1.372,-1.517,-5.394,41.667,40.278,-60.21851992,3.9315,139.642625
20140526,139.61,140.82,140.82,138.96,0.98,136.71,138.837,143.002,-3.542,-2.966,-1.154,41.324596,30.79377746,62.38623308,44.965,44.655,11.782,2.393,-0.318,-4.069,41.667,38.889,-22.8488309,3.9125,139.391125
20140527,139.27,139.09,141.59,138.96,1.43,138.204,138.151,142.4795,-3.346,-3.042,-0.609,51.23894555,37.60883349,78.49916968,44.682,44.635,21.014,1.556,-0.16,-3.831,41.667,38.889,-14.06641403,3.409,139.5557083
20140528,139.95,138.99,140.91,138.91,1.38,138.74,138.031,142.0775,-3.1,-3.053,-0.093,59.69583602,44.97116767,89.14517272,45.399,23.39,15.284,1.051,0.708,-2.899,41.667,40.278,-6.628100659,3.287,139.7870833
20140529,140.26,139.76,141.76,139.51,1.11,139.51,137.861,141.6545,-2.847,-3.012,0.33,68.67025405,52.87086313,100.2690359,45.734,20.864,26.27,0.911,1.288,-2.124,50,41.667,16.11770084,3.2625,139.7377917
20140530,139.29,140.23,141.16,139.11,1.01,139.676,137.685,141.17,-2.694,-2.949,0.509,71.76886993,59.17019873,96.96621233,44.836,22.034,45.656,-0.131,0.7,-2.219,50,44.444,12.97603795,3.2855,139.6995833
20140603,138.88,139.09,140.46,138.41,1.44,139.53,138.12,140.83,-2.576,-2.874,0.596,72.37190717,63.57076821,89.97418509,44.452,25.691,85.97,-0.475,0.59,-2.196,41.667,44.444,11.3803126,3.079,139.47875
20140604,137.41,139.08,139.44,136.38,1.15,139.158,138.681,140.392,-2.572,-2.814,0.484,56.18722591,61.10958744,46.34250285,43.069,39.908,80.855,-1.269,-0.255,-2.93,41.667,44.444,-26.41094661,3.1095,138.96425
20140605,140.7,137.38,140.91,135.76,2.27,139.308,139.024,140.1245,-2.276,-2.706,0.86,64.90259505,62.37392331,69.95993853,46.925,17.667,17.667,0.922,1.753,-0.371,50,45.833,27.43041598,3.2755,139.203
20140606,139.63,140.62,141.5,138.45,1.04,139.182,139.346,139.803,-2.104,-2.586,0.963,64.7683967,63.17208111,67.96102789,45.87,35.5,35.5,0.193,0.505,-0.855,50,47.222,61.28210079,3.334,139.3349167
20140609,139.3,138.46,140.36,138.46,1.1,139.184,139.43,139.467,-1.972,-2.463,0.982,62.8455978,63.06325334,62.41028672,45.541,41,38.328,0.071,0.146,-0.902,41.667,45.833,36.87155539,3.338,139.4107083
20140610,140.73,139.32,141.17,139.32,2.12,139.554,139.542,139.1895,-1.732,-2.317,1.17,69.50817631,65.211561,78.10140694,47.253,17.167,13.415,0.924,0.912,0.277,50,45.833,82.90509188,3.304,139.4938333
20140611,139.95,140.68,141.26,139.28,1.19,140.062,139.61,138.8805,-1.586,-2.171,1.169,69.61656199,66.67989466,75.48989664,46.423,30.167,27.003,0.236,0.264,-0.098,41.667,45.833,67.40853438,3.3095,139.518875
20140612,138.76,140.06,140.06,138.29,1.26,139.674,139.491,138.761,-1.549,-2.046,0.995,63.83264411,65.73081114,60.03631005,45.159,50,47.735,-0.776,-0.538,-0.732,33.333,44.444,-46.93204156,3.0835,139.4825417
20140613,138.92,138.81,139.85,137.42,1.87,139.532,139.357,138.609,-1.489,-1.935,0.892,60.90585101,64.1224911,54.47257083,45.367,44.948,63.235,-0.45,-0.403,-0.407,41.667,43.056,-94.62352941,3.088,139.21225
20140616,140.38,139,140.71,138.55,1.79,139.748,139.466,138.5755,-1.309,-1.809,1.002,67.43316897,65.22605039,71.84740612,47.278,19.512,22.917,0.506,0.618,0.818,41.667,41.667,36.95238095,3.0855,139.2799167
20140617,139.26,140.27,140.27,138.36,1.8,139.454,139.504,138.812,-1.242,-1.696,0.908,65.28064923,65.24425,65.35344768,45.99,39.024,52.083,-0.291,-0.125,0.219,33.333,40.278,-24.83768476,2.8585,139.3582083
20140618,139.62,139.82,140.41,139.46,1.54,139.388,139.725,139.203,-1.147,-1.586,0.879,61.49428903,63.99426301,56.49434106,46.479,32.753,42.708,0.099,0.114,0.524,41.667,38.889,38.26694619,2.651,139.4749167
20140619,138.85,139.6,140.18,138.64,1.27,139.406,139.54,139.282,-1.121,-1.493,0.745,53.40938713,60.46597105,39.29621929,45.559,64.951,56.535,-0.322,-0.437,0.063,41.667,38.889,-25.02817981,2.3775,139.3207083
20140620,139.26,138.82,139.64,138.47,1.32,139.474,139.503,139.4245,-1.055,-1.405,0.701,51.57848031,57.50347414,39.72849265,46.151,52.083,44.073,-0.087,-0.253,0.413,50,41.667,-32.93571902,2.2565,139.4157083
20140623,142.1,139.55,142.16,139.42,3.19,139.818,139.783,139.6065,-0.764,-1.277,1.026,67.29704594,60.76799807,80.35514169,50.077,1.266,1.579,1.564,1.696,2.228,50,43.056,184.7041689,2.2745,139.8295417
20140624,148.7,142.38,148.91,142.32,4.24,141.706,140.58,140.061,-0.002,-1.022,2.041,77.58880522,66.37493379,100.0165481,57.577,1.828,1.991,5.238,5.847,6.437,58.333,45.833,384.7170267,2.497,141.299625
20140625,142.23,145.33,145.33,141.5,3.82,142.228,140.808,140.209,0.08,-0.802,1.763,65.68003318,66.14330025,64.75349905,49.908,58.138,63.985,0.308,1.066,1.655,58.333,50,126.0389407,2.7255,141.7689167
20140626,141.64,142.23,142.98,141.41,3.63,142.786,141.096,140.2935,0.096,-0.622,1.436,54.15003792,62.14554614,38.15902148,49.283,63.272,69.636,-0.345,0.592,1.076,50,51.389,63.30076491,2.704,141.8548333
20140627,140.38,141.42,141.42,139.22,2.65,143.01,141.242,140.2995,0.006,-0.497,1.006,42.48233176,55.59114135,16.26471258,47.946,80.853,81.705,-1.408,-0.328,0.12,50,52.778,-13.43180563,2.7125,141.2357083
20140630,141.98,141.18,142.89,140.4,2.44,142.986,141.402,140.434,0.064,-0.384,0.897,39.52845106,50.23691125,18.11153067,49.752,65.687,71.517,-0.601,0.617,1.19,58.333,54.167,43.43202277,2.7355,141.4289167
20140701,141.77,142.59,142.59,140.8,1.19,141.6,141.653,140.5785,0.092,-0.289,0.762,36.88869917,45.78750722,19.09108307,49.517,68.391,73.684,-0.71,0.299,0.965,50,54.167,36.10385598,2.7225,141.5215
20140702,142.08,142.03,142.35,141,1.21,141.57,141.899,140.812,0.137,-0.204,0.682,36.11864747,42.56455397,23.22683446,49.882,65.421,53.191,0.282,0.418,1.122,50,52.778,32.86873947,2.637,141.481125
20140703,143.26,142.21,143.4,141.4,1.93,141.894,142.34,140.94,0.265,-0.11,0.751,37.97658713,41.03523169,31.85929801,51.282,54.119,3.349,0.993,1.014,1.871,58.333,52.778,61.26299989,2.4795,141.7460417
20140704,143.32,143.4,144.18,142.72,1.54,142.482,142.746,141.1245,0.367,-0.015,0.764,39.42161192,40.49735844,37.2701189,51.354,57.688,17.339,0.836,0.837,1.792,58.333,54.167,81.82648402,2.4,142.0684167
20140707,144.16,142.8,144.28,142.21,2.29,142.918,142.952,141.3675,0.51,0.09,0.84,53.23142923,44.7420487,70.21019028,52.384,49.02,3.093,0.979,1.113,2.229,66.667,56.944,77.64847449,2.4085,142.570625
20140708,142.18,144.1,144.17,141.02,2.11,143,142.3,141.44,0.458,0.164,0.589,54.98696072,48.15701937,68.64684342,49.792,51.555,60.345,-0.431,-0.446,0.683,58.333,56.944,19.33051409,2.4725,142.5679167
20140709,141.24,142,142.87,141.02,1.43,142.832,142.201,141.5045,0.337,0.199,0.278,49.96495669,48.75966514,52.37553977,48.601,60.079,92.683,-1.028,-1.054,0.002,50,56.944,-30.27201104,2.466,142.3707083
20140710,141.04,141.12,141.83,140.6,1.22,142.388,142.141,141.6185,0.223,0.204,0.039,38.80825291,45.44252773,25.53970327,48.344,64.032,88.043,-1.048,-0.751,-0.181,41.667,55.556,-77.8327656,2.439,141.9362917
20140711,141.87,141.47,143.09,141.12,1.84,142.098,142.29,141.766,0.197,0.202,-0.01,37.3757918,42.75361575,26.62014388,49.499,62.113,65.489,-0.303,-0.145,0.33,50,54.167,-27.92641014,2.42,141.8819167
20140714,149.77,141.87,150.89,141.5,4.65,143.22,143.069,142.2355,0.805,0.323,0.964,54.62240995,46.70988049,70.44746888,58.679,10.884,10.884,4.459,4.915,5.635,58.333,54.167,302.4082557,2.7815,143.14825
20140715,153.81,149.11,158,149.11,5.88,145.546,144.273,142.963,1.594,0.577,2.034,61.72145338,51.71373812,81.7368839,62.333,24.08,24.08,6.087,6.907,8.045,66.667,54.167,324.2240711,3.125,145.0761667
20140716,154.57,153.85,156.78,153.85,2.45,148.212,145.522,143.7105,2.254,0.912,2.684,67.91008769,57.11252131,89.50522046,62.975,19.713,19.713,5.114,6.657,8.079,66.667,55.556,215.8055696,3.216,147.0999167
20140717,153.75,154.09,155.55,152,2.02,150.754,146.571,144.4555,2.681,1.266,2.83,70.46496268,61.5633351,88.26821783,61.788,24.425,24.425,3.095,5.365,7.043,66.667,58.333,137.4350124,3.3165,148.3886667
20140718,160.98,153.59,165,152.7,7.49,154.576,148.337,145.5415,3.561,1.725,3.672,74.81817184,65.98161401,92.49128749,67.435,16.475,16.834,5.59,9.142,11.411,66.667,62.5,164.3517248,3.873,150.48225
20140721,160.98,160.39,162.88,158.59,3.01,156.818,150.019,146.4855,4.211,2.222,3.977,77.72031128,69.8945131,93.37190764,67.435,16.475,17.106,3.429,8.06,10.717,58.333,63.889,138.4689912,3.9425,152.4178333
20140722,163.2,159.6,164,159.6,2.98,158.696,152.121,147.2105,4.848,2.747,4.202,82.68785779,74.15896133,99.74565072,68.968,7.377,11.328,3.369,8.346,11.491,58.333,63.889,122.4262142,3.822,154.3603333
20140723,163.89,162,165,161.6,2.78,160.56,154.386,148.2935,5.348,3.268,4.16,86.90915813,78.40902693,103.9094205,69.435,4.549,8.538,2.713,7.629,11.17,58.333,62.5,111.3896163,3.632,155.704625
20140724,163.53,163.76,169.1,162.3,3.57,162.516,156.635,149.388,5.649,3.744,3.811,84.54571894,80.45459093,92.72797496,68.871,19.907,32.573,1.537,6.152,10.17,58.333,61.111,107.0262941,3.8935,157.008875
20140725,163.88,164,166.05,161.06,2.78,163.096,158.836,150.563,5.849,4.165,3.369,80.99279379,80.63399189,81.71039759,69.125,18.913,31.829,0.698,5.092,9.735,66.667,61.111,86.13751472,4.022,158.2530417
20140728,164.25,164.23,167.99,162.92,4.3,163.75,160.284,151.6765,5.969,4.526,2.886,77.87433816,79.71410731,74.19479985,69.401,24.262,46.147,0.589,4.039,9.507,75,62.5,86.38497653,4.15,159.1812083
20140729,161.06,164.3,164.3,160.26,3.6,163.322,161.009,152.641,5.74,4.769,1.943,69.57704415,76.33508626,56.06095994,64.238,47.018,84.632,-1.373,0.995,6.822,66.667,63.889,50.09177312,4.2625,159.619625
20140730,158.51,160.74,160.74,156.5,5.49,162.246,161.403,153.4625,5.292,4.873,0.837,58.19363919,70.28793724,34.0050431,60.485,61.93,84.048,-2.467,-1.055,4.643,58.333,63.889,6.976381587,4.423,159.3641667
